N,name,price,url,pages,size1,size2,size3,weight,cover,year,"description"
823,В чём смыслы жизни?,1519.0,https://www.chitai-gorod.ru/product/v-chem-smysly-zhizni-3027751,224.0,1.5,13.5,21.5,340,,2024.0,"Вопрос о смыслах и целях жизни относится к числу основополагающих, фундаментальных. Пытаясь ответить на него, множество выдающихся мудрецов написали тысячи книг, однако до настоящего времени нет единого и цельного толкования этого понятия. И люди, принадлежащие к разным культурам, исповедующие различные религиозные догматы, верующие и неверующие, продолжают по-разному его толковать. Каждый человек строит свое поведение и образ жизни в зависимости от того, какие он ставит перед собой цели. Это очень важно, особенно для тех, кто начинает жить.
Каждый человек рано или поздно задает себе главный вопрос: ""Жизнь, зачем ты мне дана?"". Известный автор Николай Пернай пытается дать ответы на самые животрепещущие вопросы для каждого из нас."
824,Очерки русского благочестия. Строители духа на родине и чужбине,1779.0,https://www.chitai-gorod.ru/product/ocherki-russkogo-blagochestiya-stroiteli-duha-na-rodine-i-chuzhbine-3018047,374.0,2.1,15.3,21.6,478,,2024.0,"Впервые собраны очерки видного представителя консервативного крыла русской интеллигенции князя Николая Давидовича Жевахова (1874—1945). Имея идеалом Святую Русь, он непрестанно чаял его осуществления — через почитание угодников, храмостроительство, паломничество к святыням. Его церковно-общественное служение в России завершилось на посту товарища обер-прокурора Святейшего Синода, о чем он оставил известные воспоминания. После краха империи Жевахов эмигрировал в Италию, где опекал учрежденное при его участии подворье для паломников к гробнице святителя Николая Чудотворца в Бари."
825,Двадцать одно интервью,1779.0,https://www.chitai-gorod.ru/product/dvadcat-odno-intervyu-3043521,374.0,2.1,14.0,20.0,434,Мягкий заламинированный картон,2024.0,"Писатель и драматург Александр Минчин, проживающий в США, в разные годы интервьюировал интереснейших людей нашего времени, российских и зарубежных деятелей культуры. Двадцать интервью с такими мастерами, как Олег Ефремов, Курт Воннегут, Иосиф Бродский, Василий Аксенов, Жаклин Биссет и другие, составили эту книгу. Двадцать первое интервью - с самим собой."
826,Возвращение к истине. Сборник статей. В двух томах. Том первый,3149.0,https://www.chitai-gorod.ru/product/vozvrashchenie-k-istine-sbornik-statey-v-dvuh-tomah-tom-pervyy-3061481,443.0,2.5,14.5,21.5,574,Мягкий переплёт,2024.0,"В этой книге впервые в России подробно описывается в научно-популярной форме такое явление, которое в науке получило название «явление возврата Ферми-Паста-Улама» (сокращённо «возврат ФПУ»). Оно было открыто в 1956 году известным американским учёным Энрико Ферми и его сотрудниками Дж. Пастой и Ст. Уламом. Долгое время оно считалось частным случаем некоторых физических процессов, однако постепенное его изучение всё больше раскрывало глобальный смысл этого явления для объяснения множества процессов в нашем мире, вплоть до понимания тайн образования материи и работы человеческого организма.
Книга является сборником, потому что в ней собраны статьи из разных источников, которые теперь соединены в единую логическую цепь, направляющую внимание читателя на полное понимание сути возврата ФПУ и его проявления в окружающем мире. Также в сборник включены транскрибации различных видеороликов и, самое интересное, – транскрибации «бесед мудрецов» - живое обсуждение заявленных тем умнейшими людьми из окружения авторов сборника. Если вы не поймёте строго научной статьи, включённой в эту книгу, то беседы мудрецов, или «посиделки», раскроют вам эти вопросы с разных сторон в процессе живого общения.
Глубоко погрузившись в тему возврата ФПУ, начинаешь ясно видеть, что наш мир находится в некоем Зазеркалье, что глобальная ложь сопровождает нас повсюду. Авторы сборника подвергают сомнению и общепринятое мнение о строении, как нашей планеты, так и мироздания в целом, вы узнаете совершенно новое о формуле воды, о ДНК, о том, где ошибался П. Гаряев, почему замёрзли мамонты, и какой он – Главный Закон Мироздания, и очень много ещё удивительного.
Это сложное, но очень увлекательное чтение, которое сломает почти все ваши стереотипы и приведёт вас к истинному знанию. Книга будет интересна всем, в ком неистребим дух познания - познания истины."
827,Возвращение к истине. Сборник статей. В двух томах. Том второй,3149.0,https://www.chitai-gorod.ru/product/vozvrashchenie-k-istine-sbornik-statey-v-dvuh-tomah-tom-vtoroy-3061482,437.0,2.5,14.5,21.5,562,Мягкий переплёт,2024.0,"Во втором томе сборника будут рассмотрены материалы работ П.П. Гаряева, касающиеся явления возврата Ферми-Паста-Улама, а также дана критика некоторых его умозаключений.
Судя по всему, наше человеческое сообщество находится в неком Зазеркалье, где «всё кругом враньё». В первом томе мы уже начали эту работу по разоблачению этого вранья – на примере идей о строении атома, об электроне.
В этом томе мы расскажем, что не так с формулой воды, с гравитацией, с изучением и самим существованием ДНК и т.д.
Но самое главное – что не так с той моделью планеты, которую нам так настойчиво внедряют.
Мы дадим свою модель строения планеты и мироздания в целом, и она будет опираться не на туманные эзотерические озарения, а на строго научное явление возврата ФПУ. В конце тома вы узнаете о Главном Законе Мироздания."
828,Портретное сходство,5249.0,https://www.chitai-gorod.ru/product/portretnoe-shodstvo-3026939,168.0,1.5,21.5,28.0,914,Мягкий переплёт,2024.0,"В книгу известного петербургского художника Валерия Мишина вошли 79 портретов поэтов — наших современников. Рядом с рисунками, сделанными с натуры в мастерской художника, на поэтических вечерах или позднее, по памяти, на основе натурных зарисовок, автор помещает словесные портреты, ассоциативно связанные с изображёнными лицами. Объединяя визуальное и вербальное, рисунок и слово, живые непосредственные впечатления, воспоминания и воображение, автор создаёт образы поэтов, позволяя им тоже говорить о себе и друг о друге в стихах и прозе."
829,город для жизни: разные. Мифы о Москве,269.0,https://www.chitai-gorod.ru/product/gorod-dlya-zhizni-raznye-mify-o-moskve-3017883,72.0,0.4,14.8,21.2,108,,2023.0,"В предложенной читателю книге говорится о том, что многие жители в нашей стране к городу Москве относятся с нелюбовью, а
иногда и с обидой. У россиян укоренилось мнение, что все успехи Москвы как города достигаются за счет их регионов, где
результаты и условия жизни намного хуже, чем в Москве. Такое мнение многие годы поддерживается ""мифами"" о городе Москве,
которые появляются в результате отсутствия достаточной и ясной информации, или когда идет смешивание понятий Москва -
город, субъект Федерации и Москва - столица государства - федеральный политический и экономический центр страны. По
закону в федеральный центр идут отчисления федеральной части налогов от всех предприятий и организаций, находящихся в
регионах, это ассоциируется с городом Москвой, якобы: ""все деньги уходят в Москву"".
В предлагаемой читателю брошюре приведены статьи из открытых публикаций, в которых разные авторы пытаются аргументировано
развеять многие мифы о Москве-городе, и показать, что федеральный центр не делится с городом Москвой, а Москва-город сам
является крупнейшим донором, отдавая до 60% своих доходов в федеральный бюджет для регионов.
Сборник статей будет интересен и полезен тем, кто желает заинтересованно разобраться в мифах о Москве с разных точек
зрения, чтобы понять причины больших отличий развития города Москвы и регионов."
830,"""Конец света"" наступит раньше? Законы развития цивилизации и последствия их нарушений. Что делать человечеству?",359.0,https://www.chitai-gorod.ru/product/konec-sveta-nastupit-ranshe-zakony-razvitiya-civilizacii-i-posledstviya-ih-narusheniy-chto-delat-chelovechestvu-3018162,83.0,0.5,14.7,21.0,120,Мягкий переплёт,2023.0,"В книге рассказаны удивительные истории:

- о «конце света», о причине его наступления и как его отсрочить;

- о тайнах законов развития цивилизации;

- о нарушении руководителями России и СССР основных законов развития цивилизации;

- о роковых последствиях этих нарушений для России и человечества;

- о том, как руководители России и СССР своими действиями сами уничтожали свою власть в государстве."
831,"Кузьма Минин. Идеология: вчера, сегодня, завтра",359.0,https://www.chitai-gorod.ru/product/kuzma-minin-ideologiya-vchera-segodnya-zavtra-3026978,91.0,0.5,14.4,21.0,110,Мягкий переплёт,2023.0,"Вашему вниманию предлагается книга Новокузнецкого Василия ""Кузьма Минин. Идеология: вчера, сегодня, завтра"""
832,Тайны человечества. Наступает «конец света»! Про гибель цивилизации. Что нам делать? (Исторический анализ),359.0,https://www.chitai-gorod.ru/product/tayny-chelovechestva-nastupaet-konec-sveta-pro-gibel-civilizacii-chto-nam-delat-istoricheskiy-analiz-2985068,92.0,0.5,15.0,21.0,130,,2023.0,"В 2018 г. я написал книгу под названием «МИР СОШЕЛ С УМА»! И с тех пор более пяти лет буржуазное общество продолжает подтверждать этот «диагноз» своим самоубийственным поведением. Работая над книгой об истории развития человечества, я установил главные тайны человечества, которые предупреждают о том, что человеческая цивилизация стремительно приближается к концу своего существования — к «КОНЦУ СВЕТА». В этом читатели смогут убедиться самостоятельно, читая эту книгу. Такое знание позволило впервыев мире изложить полную историю развития человечества от момента его зарождения до момента его гибели! Для этого в книге использована периодическая система развития человечества."
833,Откровения (предъюбилейное интервью),379.0,https://www.chitai-gorod.ru/product/otkroveniya-predyubileynoe-intervyu-2980512,104.0,1.0,13.5,20.7,220,Твёрдый переплёт,2023.0,"В преддверии своего юбилея известный социолог и литератор в беседе с ответственным секретарём альманаха ""У Никитских ворот"" рассказывает о том, что непосредственно предшествовало этой дате, что удалось сделать, какие события в жизни страны оставили о себе яркую память. Заданные ему вопросы касались не только профессиональной деятельности будущего юбиляра, но и так называемых вечных тем.
В. Н. Иванов - достойный представитель своего поколения - поколения детей войны. Его воспоминания, оценки и размышления будут интересны людям разных возрастов, но прежде всего молодёжи."
834,На полях профессии,359.0,https://www.chitai-gorod.ru/product/na-polyah-professii-2967493,144.0,1.2,14.6,22.0,280,Твёрдый переплёт,2023.0,"Счастье, согласно английской пословице, не является станцией, на которую прибывают, а всего лишь - один из видов путешествия, которое длится в пространстве и во времени. В философском мире понятие ""счастье"" определяется более точно: как ""переживание полноты бытия, связанного с самоосуществлением"".
Юрий Малов в своей новой мемуарной книге рассказывает о том, как увлечение журналистикой сделало карьеру советского экономиста-международника более интересной и насыщенной, а также помогло ему полнее раскрыть свой потенциал в работе и жизни."
835,"Три интервью американским журналистам (1909, 1919, 1927)",549.0,https://www.chitai-gorod.ru/product/tri-intervyu-amerikanskim-zhurnalistam-1909-1919-1927-2977843,107.0,0.6,14.5,21.4,160,Мягкий переплёт,2023.0,"Объединённые в один сборник три беседы Фрейда с американскими публицистами смогут в некоторых частных чертах обозначить тему «Фрейд и Америка». Первый текст — Адельберта Альбрехта — анонс предстоящих лекций Фрейда в Америке в его приезд туда в сентябре 1909 года. Материал был специально подготовлен для знакомства американской публики с суждениями «знаменитого венского психотерапевта» и был рассчитан на неискушённого читателя. Беседа Чарльза Роузболта с Фрейдом, относящаяся к 1918 году, была включена в достаточно пространную статью, заполненную впечатлениями американского журналиста о настроениях в Европе после Первой мировой войны. Композиционно размышления Фрейда и цитаты из его работы о войне помещены после рассуждений американки, ставшей немецкой аристократкой, после соображений американского профессора, восхваляющего немецкую нацию, в ряду разочарований, высказанных голландской певицей и немецким музыкантом. Третья беседа — Макса Истмена с Фрейдом — состоялась в 1927 году. Задолго до описанной встречи журналист опубликовал две статьи о психоанализе, тем самым став одним из первых авторов, рассказывающих американской публике о психоанализе. Интервью с Фрейдом — разговор начитанного человека, не боящегося противоречить учёному. Здесь снова возникает тема отношения к Америке. Недоумение американца вызывает заострённо критический взгляд Фрейда на «американские формы жизни», на американскую цивилизацию.

Публикуемые тексты позволяют увидеть некоторые грани личности Фрейда, высвеченные его современниками. Их отношение к Фрейду несёт в себе особенности взгляда «из-за океана», из другой культуры, которая вызывала у него сначала интерес, затем настороженность, а позднее выраженную иронию."
836,Набат несмолкающий,679.0,https://www.chitai-gorod.ru/product/nabat-nesmolkayushchiy-3042887,236.0,1.7,14.5,21.0,370,,2023.0,"Это живая, пламенная публицистика, всё называющая своими именами.

Здесь правда — это правда, ложь и клевета — это ложь и клевета, патриотизм — это патриотизм, предательство — это предательство, лицемерие — это лицемерие, высокомерие — это высокомерие, фашизм — это фашизм, праведность и святость — это праведность и святость, бесовщина и сатанизм — это бесовщина и сатанизм, «политкорректность» — это политическое шулерство, «гендерный либерализм» — это сатанинское извращенчество.

Здесь добросовестная, непредвзятая, убедительная и наглядная аналитика раскрывает глубинные смыслы и суть явлений, процессов, событий и фактов жизни общества, их причинно-следственные связи."
837,Позади жнецов: речь космополита,729.0,https://www.chitai-gorod.ru/product/pozadi-zhnecov-rech-kosmopolita-2971382,104.0,0.7,12.0,20.0,120,,2023.0,"Многоязычный сборник эссе российского и французского физика и философа науки Алексея Гринбаума. Алексей Гринбаум — автор книги «Машина-доносчица. Как избавить искусственный интеллект от зла» (Транслит, 2017). Французская версия этой книги Les robots et le mal вышла в 2019 году."
838,На повороте,627.0,https://www.chitai-gorod.ru/product/na-povorote-2970382,234.0,1.0,14.8,21.0,250,Мягкий переплёт,2023.0,"Книжная серия «Навстречу революции» — издательский проект, нацеленный на составление современного, всеобъемлющего и наиболее широкого ряда произведений классиков отечественной политической и революционной мысли. Сегодня, оглядываясь на мыслителей прошлого, мы понимаем, что множество книг, легших в основу нашего представления о современности и об общественном укладе, не утратили своей остроты, актуальности и значимости — напротив, сегодня мы можем по-новому взглянуть на труды, выковавшие наш век, и оценить их значимость и вневременность.
Многие труды, выходящие в рамках издательского проекта, долгие годы были недоступны на книжном рынке; выросли поколения, не знающие имена и труды классиков. Задача серии «Навстречу революции» — дать возможность современному читателю ознакомиться и осмыслить классиков революционной мысли, а также понять их значимость для дня сегодняшнего."
839,Русская идея и американская мечта – единство и борьба противоположностей,624.0,https://www.chitai-gorod.ru/product/russkaya-ideya-i-amerikanskaya-mechta-edinstvo-i-borba-protivopolozhnostey-2959803,304.0,1.4,13.0,19.8,268,Мягкий переплёт,2023.0,"У русской идеи и американской мечты много общего, обе эти утопии были прогрессивны для своего времени и своих народов, обе сейчас переживают упадок. Обе утопии имели общие черты: труд, коллективное начало, благодаря которому выживали и американские колонисты, и русская деревня. Затем они разошлись в своём представлении о жизни - когда американская мечта взяла на вооружение индивидуализм и стремление к обогащению, а русская идея пошла по пути дальнейшего коллективного начала. В настоящее время обе идеи пересеклись в силу некоего понимания, что необходимо что-то среднее для дальнейшего развития. Примирение обеих утопий требует немедленного воплощения в жизнь на государственном или дипломатическом уровне, иначе это грозит гибелью человечества. России и Америке нечего делить, наша общеевропейская культура сделала нас во многом похожими, хотя и различными в частностях. Понимание общих истоков, ценности жизни, мирного, дипломатического решения проблем - основы для дальнейшего существования земной цивилизации.
О русской идее и об американской мечте рассуждает автор Елена Головина - русский человек, с 90-х годов ХХ века оказавшийся в Америке в ""научной"" эмиграции. Книга предназначена для широкого круга читателей."
840,Эскизы для друзей. Философско-политическая публицистика,919.0,https://www.chitai-gorod.ru/product/eskizy-dlya-druzey-filosofsko-politicheskaya-publicistika-2980230,260.0,1.5,11.5,16.5,202,Мягкий переплёт,2023.0,"Для увлечённо думающих! Способных в очень важную минуту присесть на ""скамейку Эйнштейна"" - призадуматься! Над захватившей мыслью - откликом на услышанное, увиденное, прочитанное, пережитое, в чём надо непременно разобраться. По нашему человеческому призванию - ""знать, чтобы быть больше"" (А. Швейцер).
Такие люди были, есть и будут. Их становится всё больше. А на Высокие Светлые Дороги человечества иным и не взойти!"
841,"Память, ври! Да не завирайся...",671.0,https://www.chitai-gorod.ru/product/pamyat-vri-da-ne-zaviraysya-2968291,336.0,1.5,12.8,20.6,310,Мягкий переплёт,2023.0,"Слушайте! Они отыскали десять исчезнувших колен. Там говорят только на идиш. Даже дети с родителями говорят на идиш. Дщери этого племени все, как одна, из ""Песни песней"". И все в израильских купальниках. И всё там как за границей. Там далеко в море уходит пирс, по которому вечером фланируют, любуясь на закат. Там едят дирижабли из картошки, там приготовляют вино из яблок, которое обожает пить английская королева. И зовется это волшебное место Палангой.
Летом 72-го мы впервые уезжали из Паланги, не бросив в море монетку. В условиях строжайшей конспирации шли приготовления к отъезду. Спустя несколько месяцев, ""беспачпортные"", с билетом в один конец и полным сердцем счастья, мы улетели. И когда пилот объявил: ""Под нами Вильнюс"", Сусанночка, до того несокрушимый флагман нашей эмиграции (""Я рабов рожать не буду""), вдруг пролила слезу."
842,"Гамбит Воскресенского, или Как я свергал Александра Лукашенко",1019.0,https://www.chitai-gorod.ru/product/gambit-voskresenskogo-ili-kak-ya-svergal-aleksandra-lukashenko-2980513,304.0,2.0,15.0,21.2,470,Твёрдый переплёт,2023.0,"Почему попытка сменить власть летом 2020 года в Беларуси провалилась? Какие шаги оппозиции привели к ее провалу? Возможен ли диалог между властью и обществом?
В своих мемуарах Юрий Воскресенский, руководитель ""Круглого стола демократических сил"", соавтор новой Конституции Беларуси, дает оценку самым важным и резонансным событиям 2020 года. Будучи их участником, он показывает изнутри политические процессы в стране и мире, трансформацию своих взглядов и объясняет, почему идея перемен оказалась растоптанной и преданной самой оппозицией."
843,Не помнит мир спасенный,1149.0,https://www.chitai-gorod.ru/product/ne-pomnit-mir-spasennyy-klevetnikam-rossii-3059979,560.0,2.5,13.5,20.5,568,Твёрдый переплёт,2023.0,"Накануне XX века, в предчувствии будущих исторических катастроф и потрясений, Василий Розанов написал: «Есть в самом деле времена и задачи несовместимые с эстетикой; есть категории добра и зла, несовместимые с другими категориями». Когда требуется прямое высказывание в традиции пушкинского стихотворения «Клеветникам России». Такие судьбоносные времена мы переживаем сегодня. И тут необходима публицистическая эссеистика о сложности нашего беспамятного времени, когда идёт повсеместная «отмена русской культуры» и нашей стране объявлена настоящая война, продолжающаяся со времён Мая 1945-го!..
Бескомпромиссную публицистику представляет книга поэта, критика и публициста Геннадия Красникова «Не помнит мир спасённый». Среди разделов издания – «Хроника предательства», «Смердяковский пароход», «Це Европа», «Евангелие от Иуды», «Из пушки Пушкина – ответ нечистой силе». В книге показана анатомия предательства неблагодарного Запада и внутренних клеветников России, которые в час испытаний предали свою Родину.
Книга написана ярко, страстно, с историософскими реминисценциями, с публицистической современностью. Можно сказать, эта книга также находится на передовой вместе с нашими защитниками Отечества, спасающими не только Донбасс, но и весь Русский мир."
844,Агрессивные Штаты Америки против Кубы и всего мира,1249.0,https://www.chitai-gorod.ru/product/agressivnye-shtaty-ameriki-protiv-kuby-i-vsego-mira-2962476,432.0,2.0,13.5,20.7,450,Твёрдый переплёт,2023.0,"Первого января 1959 года повстанческие войска под руководством Фиделя Кастро и Эрнесто Гевары вошли в города Сантьяго и Санта-Клара, вынудив президента Фульхенсио Батисту покинуть Кубу. Это событие во многом определило правила геополитической игры на всю оставшуюся половину XX века и продолжает являться идеологическим маяком борьбы для ""левых"" стран Латинской Америки, составляющих оппозиционный костяк глобальному рыночному порядку на континенте.
В своих статьях Фидель Кастро, лидер и идеолог революции на Кубе, дает анализ международной обстановки в XXI веке, агрессивной внешней политики Соединенных Штатов Америки и других ""демократических"" государств, глобальных проблем современности и способов их решения."
845,Возвращение в Ивто,1249.0,https://www.chitai-gorod.ru/product/vozvrashchenie-v-ivto-2999348,112.0,0.7,13.0,20.0,160,Мягкий переплёт,2023.0,"В основу этой книги легла запись выступления Анни Эрно в Ивто, городке ее детства в сельской Нормандии, куда писательница приехала по приглашению муниципалитета в 2012 году — спустя несколько десятилетий, когда Ивто существовал для нее лишь в памяти и письме. Город вместе с его жителями и порядками — ключевой персонаж книг Эрно. Он находится на пересечении личного и социального: перипетии взросления здесь неотрывны от осознания классового неравенства, а писательство и литература проходят по лезвию между вернакулярным языком рабочих и рафинированным «языком врага». В книгу вошли письма Анни Эрно, фрагменты дневников, фотографии, а также интервью исследовательнице ее творчества Маргерит Корнье."
846,ЛГБТ-угроза миру,1309.0,https://www.chitai-gorod.ru/product/lgbt-ugroza-miru-2968903,140.0,1.2,15.3,21.6,280,Твёрдый переплёт,2023.0,"Проблемы, связанные с нетрадиционным и агрессивным поведением, негативными морально-нравственными принципами и неудовлетворительным состоянием физического, духовного и психического здоровья участников ЛГБТ-сообществ, становятся всё более актуальными в западном мире, в меньшей степени в России, и требуют реагирования. Материалистическая наука и традиционная медицина до сих пор не смогли разрешить эти проблемы, представляющие угрозу существующей земной цивилизации с её традиционными ценностями.
В книге представлен эниологический взгляд автора на источник и причины появления на земле людей нетрадиционной ориентации. На основании эниологического анализа поведения, духовных и психических качеств и состояния здоровья людей нетрадиционной ориентации предложены практические рекомендации по коррекции этих несчастных людей.
В Приложении приведена информация, позволяющая лучше осознать проблемы людей нетрадиционной ориентации."
847,Я видел это так,1359.0,https://www.chitai-gorod.ru/product/ya-videl-eto-tak-2971441,944.0,4.0,14.5,21.6,1034,Твёрдый переплёт,2023.0,"В книге предпринята попытка осмыслить перипетии и выявить возможные закономерности эволюции международных отношений и внешней политики нашей страны от послевоенных лет до современной переломной ситуации. Анализ опирается не только на богатый фактический материал, малоизвестные документы, но и во многом на уникальный личный опыт автора. Становление, «расцвет» и упадок социалистического содружества в Европе, российско-американские отношения до, в период и после перестройки, укрепление позиций нашей страны в таком ранее «закрытом» для нас регионе, как Центральная Америка и Карибы, глазами очевидца и, во многих случаях, непосредственного участника исторических событий могут представить несом­ненный интерес не только для специалистов, но и для широкого читателя."
848,Мне есть что сказать!: Откровения о публичных выступлениях,1359.0,https://www.chitai-gorod.ru/product/mne-est-chto-skazat-otkroveniya-o-publichnyh-vystupleniyah-2995974,254.0,1.5,14.5,20.5,310,,2023.0,"Эта книга о публичных выступлениях и для публичных выступлений. В ней сконцентрирован мой многолетний опыт и опыт моих учеников. Много теории, много практики, много откровений и рабочих упражнений.

Кто говорит? Что говорить? И как говорить? Если вы хотите продвигаться по карьерной лестнице, быть в центре внимания, завораживать своей речью и легко управлять огромной командой – вникайте каждой строчке. Эта книга для вас!"
849,Возвращение Империи. Пути Русской идеи в зеркале истории,1359.0,https://www.chitai-gorod.ru/product/vozvrashchenie-imperii-puti-russkoy-idei-v-zerkale-istorii-3000349,352.0,1.7,14.5,21.6,450,Твёрдый переплёт,2023.0,"Возвращение империи… Русской, Советской, Киевской, империи Рюрика и Александра III, связующего звена между Востоком и Западом. Можно ли вернуть нашей стране былую мощь и заслуженное уважение? Автор книги — публицист и футуролог Владимир Можегов — считает, что не только можно, но и нужно. Имперские амбиции для России критически важны: это вопрос выживания во всё более враждебном мире. А цель настоящей империи не война, разрушение и хаос, а мир, созидание и гармония, ведь она заинтересована в своём долгосрочном существовании. Именно империя должна способствовать подавлению конфликтов и укреплению экономик стран-партнёров. Но, чтобы понять, как возродить империю в былом величии, нужно изучить её историю и причины её временного угасания.
Автор предлагает читателю вспомнить прошлое великой страны — русских князей, царей, писателей, ключевые события разных эпох — и заглянуть в наше общее мировое будущее. А ещё задуматься над словами В. Путина: ""Зачем нам мир, в котором не будет России?""."
850,"Еретик, или пути к своей цели",1359.0,https://www.chitai-gorod.ru/product/eretik-ili-puti-k-svoey-celi-2961044,136.0,0.7,14.5,20.5,172,Мягкий переплёт,2023.0,"Эта книга - эссе - написана потому, что очень длительное время нас не оставляло в покое осознание несправедливости по отношению к двум необычным людям, очень разным и по своей деятельности, и по судьбе, и по периоду жизни с разницей в целое столетие, но весьма похожим по приверженности своей идее, мечте, целям, по упорству в поиске и труде, в попытках открыть нам, человечеству, нечто доселе неизвестное, скрытое либо во времени, либо в глубинах окружающих нас артефактов. Несправедливость же проявилась в том, что при жизни герои нашего эссе не только не получали возможной и необходимой поддержки от общества, но и были порицаемы и даже осуждаемы не только за ошибки, которые действительно были, но и за несовершенные деяния, а по сути, за их характеры, за неукротимую волю к победе, за веру в свои открытия. Эссе основаны на литературно-документальных свидетельствах разных авторов, включая самих героев, дающих фактологический материал для эскизного эмоционально-оценочного портрета героев, для контрастного высветления лучших устремлений и идей, принадлежащих нашим героям, но и сегодня дающих нам весьма сильные ориентиры для собственного критического выбора в предстоящих нам встречах с новыми и не всегда приятными жизненными обстоятельствами.
Две судьбы, два очерка, составляя которые из разных по характеру и разрозненных документально-биографических фрагментов, авторы должны были выстроить как литературное повествование, как импрессионистский портрет каждого из героев.
Эта небольшая книга адресована широкому кругу читателей - взрослым и юным, профессионалам и студентам, желающим узнать нечто необычное о людях, которые внесли немалый вклад в интеллектуальное богатство человечества."
